2022-04-17 08:09:55 [schedule-pool-3] INFO  c.r.s.s.i.SysLogininforServiceImpl - <0><1515256005259952128> [127.0.0.1]内网IP[admin][Error][验证码错误]
2022-04-17 21:35:38 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource all closed success,bye
2022-04-17 21:35:41 [main] INFO  com.fzshuai.OloasApplication - Starting OloasApplication using Java 1.8.0_311 on FZSHUAI with PID 17352 (F:\Idea Project\oloas-back\oloas-admin\target\classes started by fzshuai in F:\Idea Project\oloas-back)
2022-04-17 21:35:41 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.2.Final
2022-04-17 21:35:41 [main] INFO  com.fzshuai.OloasApplication - The following 1 profile is active: "dev"
2022-04-17 21:35:42 [main] INFO  org.redisson.Version - Redisson 3.16.8
2022-04-17 21:35:43 [redisson-netty-2-1] INFO  o.r.c.pool.MasterConnectionPool - 8 connections initialized for 192.168.75.128/192.168.75.128:6379
2022-04-17 21:35:43 [redisson-netty-2-3] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.75.128/192.168.75.128:6379
2022-04-17 21:35:43 [main] INFO  c.f.framework.config.RedisConfig - 初始化 redis 配置
2022-04-17 21:35:43 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2022-04-17 21:35:44 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource detect P6SPY plugin and enabled it
2022-04-17 21:35:44 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1,master} inited
2022-04-17 21:35:44 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [slave] success
2022-04-17 21:35:44 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2022-04-17 21:35:44 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource initial loaded [2] datasource,primary datasource named [master]
2022-04-17 21:35:46 [main] INFO  o.f.s.b.e.EventRegistryAutoConfiguration - No deployment resources were found for autodeployment
2022-04-17 21:35:46 [main] INFO  c.f.framework.config.JacksonConfig - 初始化 jackson 配置
2022-04-17 21:35:46 [main] INFO  o.f.s.b.ProcessEngineAutoConfiguration - No deployment resources were found for autodeployment
2022-04-17 21:35:46 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Found 1 Engine Configurators in total:
2022-04-17 21:35:46 [main] INFO  o.f.s.SpringProcessEngineConfiguration - class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-17 21:35:46 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Executing beforeInit() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-17 21:35:47 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Executing configure() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-17 21:35:47 [main] INFO  liquibase.lockservice - Successfully acquired change log lock
2022-04-17 21:35:48 [main] INFO  liquibase.changelog - Reading from oloas_fzs.FLW_EV_DATABASECHANGELOG
2022-04-17 21:35:48 [main] INFO  liquibase.lockservice - Successfully released change log lock
2022-04-17 21:35:48 [main] INFO  o.f.e.impl.EventRegistryEngineImpl - EventRegistryEngine default created
2022-04-17 21:35:48 [main] INFO  o.f.engine.impl.ProcessEngineImpl - ProcessEngine default created
2022-04-17 21:35:48 [main] INFO  o.f.e.impl.cmd.ValidateV5EntitiesCmd - Total of v5 deployments found: 0
2022-04-17 21:35:49 [main] INFO  io.undertow - starting server: Undertow - 2.2.16.Final
2022-04-17 21:35:49 [main] INFO  org.xnio - XNIO version 3.8.6.Final
2022-04-17 21:35:49 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.6.Final
2022-04-17 21:35:49 [main] INFO  org.jboss.threads - JBoss Threads version 3.1.0.Final
2022-04-17 21:35:50 [main] INFO  com.fzshuai.OloasApplication - Started OloasApplication in 9.969 seconds (JVM running for 10.711)
2022-04-17 21:35:50 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => minio
2022-04-17 21:35:50 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => qiniu
2022-04-17 21:35:50 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => aliyun
2022-04-17 21:35:50 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => qcloud
2022-04-17 21:35:50 [main] INFO  com.fzshuai.oss.factory.OssFactory - 初始化OSS工厂
2022-04-17 21:35:50 [main] INFO  c.f.s.runner.SystemApplicationRunner - 初始化OSS配置成功
2022-04-17 21:35:50 [main] INFO  c.f.s.runner.SystemApplicationRunner - 加载参数缓存数据成功
2022-04-17 21:35:50 [main] INFO  c.f.s.runner.SystemApplicationRunner - 加载字典缓存数据成功
2022-04-17 21:35:51 [RMI TCP Connection(1)-172.36.137.55] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-04-17 21:46:05 [SpringApplicationShutdownHook] INFO  io.undertow - stopping server: Undertow - 2.2.16.Final
2022-04-17 21:46:05 [SpringApplicationShutdownHook] INFO  io.undertow.servlet - Destroying Spring FrameworkServlet 'dispatcherServlet'
2022-04-17 21:46:05 [SpringApplicationShutdownHook] INFO  c.f.f.manager.ShutdownManager - ====关闭后台任务任务线程池====
2022-04-17 21:46:05 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource start closing ....
2022-04-17 21:46:05 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-0} closing ...
2022-04-17 21:46:05 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2022-04-17 21:46:05 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2022-04-17 21:46:05 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource all closed success,bye
2022-04-17 21:46:08 [main] INFO  com.fzshuai.OloasApplication - Starting OloasApplication using Java 1.8.0_311 on FZSHUAI with PID 28368 (F:\Idea Project\oloas-back\oloas-admin\target\classes started by fzshuai in F:\Idea Project\oloas-back)
2022-04-17 21:46:08 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.2.Final
2022-04-17 21:46:08 [main] INFO  com.fzshuai.OloasApplication - The following 1 profile is active: "dev"
2022-04-17 21:46:10 [main] INFO  org.redisson.Version - Redisson 3.16.8
2022-04-17 21:46:11 [redisson-netty-2-8] INFO  o.r.c.pool.MasterConnectionPool - 8 connections initialized for 192.168.75.128/192.168.75.128:6379
2022-04-17 21:46:11 [redisson-netty-2-3] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.75.128/192.168.75.128:6379
2022-04-17 21:46:11 [main] INFO  c.f.framework.config.RedisConfig - 初始化 redis 配置
2022-04-17 21:46:11 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2022-04-17 21:46:11 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource detect P6SPY plugin and enabled it
2022-04-17 21:46:12 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1,master} inited
2022-04-17 21:46:12 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [slave] success
2022-04-17 21:46:12 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2022-04-17 21:46:12 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource initial loaded [2] datasource,primary datasource named [master]
2022-04-17 21:46:13 [main] INFO  o.f.s.b.e.EventRegistryAutoConfiguration - No deployment resources were found for autodeployment
2022-04-17 21:46:13 [main] INFO  c.f.framework.config.JacksonConfig - 初始化 jackson 配置
2022-04-17 21:46:14 [main] INFO  o.f.s.b.ProcessEngineAutoConfiguration - No deployment resources were found for autodeployment
2022-04-17 21:46:14 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Found 1 Engine Configurators in total:
2022-04-17 21:46:14 [main] INFO  o.f.s.SpringProcessEngineConfiguration - class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-17 21:46:14 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Executing beforeInit() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-17 21:46:15 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Executing configure() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-17 21:46:15 [main] INFO  liquibase.lockservice - Successfully acquired change log lock
2022-04-17 21:46:15 [main] INFO  liquibase.changelog - Reading from oloas_fzs.FLW_EV_DATABASECHANGELOG
2022-04-17 21:46:15 [main] INFO  liquibase.lockservice - Successfully released change log lock
2022-04-17 21:46:15 [main] INFO  o.f.e.impl.EventRegistryEngineImpl - EventRegistryEngine default created
2022-04-17 21:46:15 [main] INFO  o.f.engine.impl.ProcessEngineImpl - ProcessEngine default created
2022-04-17 21:46:15 [main] INFO  o.f.e.impl.cmd.ValidateV5EntitiesCmd - Total of v5 deployments found: 0
2022-04-17 21:46:17 [main] INFO  io.undertow - starting server: Undertow - 2.2.16.Final
2022-04-17 21:46:17 [main] INFO  org.xnio - XNIO version 3.8.6.Final
2022-04-17 21:46:17 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.6.Final
2022-04-17 21:46:17 [main] INFO  org.jboss.threads - JBoss Threads version 3.1.0.Final
2022-04-17 21:46:18 [main] INFO  com.fzshuai.OloasApplication - Started OloasApplication in 10.092 seconds (JVM running for 10.84)
2022-04-17 21:46:18 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => minio
2022-04-17 21:46:18 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => qiniu
2022-04-17 21:46:18 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => aliyun
2022-04-17 21:46:18 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => qcloud
2022-04-17 21:46:18 [main] INFO  com.fzshuai.oss.factory.OssFactory - 初始化OSS工厂
2022-04-17 21:46:18 [main] INFO  c.f.s.runner.SystemApplicationRunner - 初始化OSS配置成功
2022-04-17 21:46:18 [main] INFO  c.f.s.runner.SystemApplicationRunner - 加载参数缓存数据成功
2022-04-17 21:46:18 [main] INFO  c.f.s.runner.SystemApplicationRunner - 加载字典缓存数据成功
2022-04-17 21:46:18 [RMI TCP Connection(1)-172.36.137.55] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-04-17 21:46:37 [SpringApplicationShutdownHook] INFO  io.undertow - stopping server: Undertow - 2.2.16.Final
2022-04-17 21:46:37 [SpringApplicationShutdownHook] INFO  io.undertow.servlet - Destroying Spring FrameworkServlet 'dispatcherServlet'
2022-04-17 21:46:37 [SpringApplicationShutdownHook] INFO  c.f.f.manager.ShutdownManager - ====关闭后台任务任务线程池====
2022-04-17 21:46:37 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource start closing ....
2022-04-17 21:46:37 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-0} closing ...
2022-04-17 21:46:37 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2022-04-17 21:46:37 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2022-04-17 21:46:37 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource all closed success,bye
2022-04-17 21:46:40 [main] INFO  com.fzshuai.OloasApplication - Starting OloasApplication using Java 1.8.0_311 on FZSHUAI with PID 25140 (F:\Idea Project\oloas-back\oloas-admin\target\classes started by fzshuai in F:\Idea Project\oloas-back)
2022-04-17 21:46:40 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.2.Final
2022-04-17 21:46:40 [main] INFO  com.fzshuai.OloasApplication - The following 1 profile is active: "dev"
2022-04-17 21:46:42 [main] INFO  org.redisson.Version - Redisson 3.16.8
2022-04-17 21:46:42 [redisson-netty-2-8] INFO  o.r.c.pool.MasterConnectionPool - 8 connections initialized for 192.168.75.128/192.168.75.128:6379
2022-04-17 21:46:42 [redisson-netty-2-3] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.75.128/192.168.75.128:6379
2022-04-17 21:46:43 [main] INFO  c.f.framework.config.RedisConfig - 初始化 redis 配置
2022-04-17 21:46:43 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2022-04-17 21:46:43 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource detect P6SPY plugin and enabled it
2022-04-17 21:46:44 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1,master} inited
2022-04-17 21:46:44 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [slave] success
2022-04-17 21:46:44 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2022-04-17 21:46:44 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource initial loaded [2] datasource,primary datasource named [master]
2022-04-17 21:46:45 [main] INFO  o.f.s.b.e.EventRegistryAutoConfiguration - No deployment resources were found for autodeployment
2022-04-17 21:46:45 [main] INFO  c.f.framework.config.JacksonConfig - 初始化 jackson 配置
2022-04-17 21:46:45 [main] INFO  o.f.s.b.ProcessEngineAutoConfiguration - No deployment resources were found for autodeployment
2022-04-17 21:46:46 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Found 1 Engine Configurators in total:
2022-04-17 21:46:46 [main] INFO  o.f.s.SpringProcessEngineConfiguration - class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-17 21:46:46 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Executing beforeInit() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-17 21:46:46 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Executing configure() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-17 21:46:47 [main] INFO  liquibase.lockservice - Successfully acquired change log lock
2022-04-17 21:46:47 [main] INFO  liquibase.changelog - Reading from oloas_fzs.FLW_EV_DATABASECHANGELOG
2022-04-17 21:46:47 [main] INFO  liquibase.lockservice - Successfully released change log lock
2022-04-17 21:46:47 [main] INFO  o.f.e.impl.EventRegistryEngineImpl - EventRegistryEngine default created
2022-04-17 21:46:47 [main] INFO  o.f.engine.impl.ProcessEngineImpl - ProcessEngine default created
2022-04-17 21:46:47 [main] INFO  o.f.e.impl.cmd.ValidateV5EntitiesCmd - Total of v5 deployments found: 0
2022-04-17 21:46:49 [main] INFO  io.undertow - starting server: Undertow - 2.2.16.Final
2022-04-17 21:46:49 [main] INFO  org.xnio - XNIO version 3.8.6.Final
2022-04-17 21:46:49 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.6.Final
2022-04-17 21:46:49 [main] INFO  org.jboss.threads - JBoss Threads version 3.1.0.Final
2022-04-17 21:46:50 [main] INFO  com.fzshuai.OloasApplication - Started OloasApplication in 9.906 seconds (JVM running for 10.654)
2022-04-17 21:46:50 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => minio
2022-04-17 21:46:50 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => qiniu
2022-04-17 21:46:50 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => aliyun
2022-04-17 21:46:50 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => qcloud
2022-04-17 21:46:50 [main] INFO  com.fzshuai.oss.factory.OssFactory - 初始化OSS工厂
2022-04-17 21:46:50 [main] INFO  c.f.s.runner.SystemApplicationRunner - 初始化OSS配置成功
2022-04-17 21:46:50 [main] INFO  c.f.s.runner.SystemApplicationRunner - 加载参数缓存数据成功
2022-04-17 21:46:50 [main] INFO  c.f.s.runner.SystemApplicationRunner - 加载字典缓存数据成功
2022-04-17 21:46:50 [RMI TCP Connection(1)-172.36.137.55] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-04-17 21:47:20 [SpringApplicationShutdownHook] INFO  io.undertow - stopping server: Undertow - 2.2.16.Final
2022-04-17 21:47:20 [SpringApplicationShutdownHook] INFO  io.undertow.servlet - Destroying Spring FrameworkServlet 'dispatcherServlet'
2022-04-17 21:47:20 [SpringApplicationShutdownHook] INFO  c.f.f.manager.ShutdownManager - ====关闭后台任务任务线程池====
2022-04-17 21:47:20 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource start closing ....
2022-04-17 21:47:20 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-0} closing ...
2022-04-17 21:47:20 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2022-04-17 21:47:20 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2022-04-17 21:47:20 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource all closed success,bye
2022-04-17 21:47:23 [main] INFO  com.fzshuai.OloasApplication - Starting OloasApplication using Java 1.8.0_311 on FZSHUAI with PID 26256 (F:\Idea Project\oloas-back\oloas-admin\target\classes started by fzshuai in F:\Idea Project\oloas-back)
2022-04-17 21:47:23 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.2.Final
2022-04-17 21:47:23 [main] INFO  com.fzshuai.OloasApplication - The following 1 profile is active: "dev"
2022-04-17 21:47:25 [main] INFO  org.redisson.Version - Redisson 3.16.8
2022-04-17 21:47:25 [redisson-netty-2-8] INFO  o.r.c.pool.MasterConnectionPool - 8 connections initialized for 192.168.75.128/192.168.75.128:6379
2022-04-17 21:47:25 [redisson-netty-2-3] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.75.128/192.168.75.128:6379
2022-04-17 21:47:25 [main] INFO  c.f.framework.config.RedisConfig - 初始化 redis 配置
2022-04-17 21:47:26 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2022-04-17 21:47:26 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource detect P6SPY plugin and enabled it
2022-04-17 21:47:27 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1,master} inited
2022-04-17 21:47:27 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [slave] success
2022-04-17 21:47:27 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2022-04-17 21:47:27 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource initial loaded [2] datasource,primary datasource named [master]
2022-04-17 21:47:28 [main] INFO  o.f.s.b.e.EventRegistryAutoConfiguration - No deployment resources were found for autodeployment
2022-04-17 21:47:28 [main] INFO  c.f.framework.config.JacksonConfig - 初始化 jackson 配置
2022-04-17 21:47:28 [main] INFO  o.f.s.b.ProcessEngineAutoConfiguration - No deployment resources were found for autodeployment
2022-04-17 21:47:29 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Found 1 Engine Configurators in total:
2022-04-17 21:47:29 [main] INFO  o.f.s.SpringProcessEngineConfiguration - class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-17 21:47:29 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Executing beforeInit() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-17 21:47:29 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Executing configure() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-17 21:47:30 [main] INFO  liquibase.lockservice - Successfully acquired change log lock
2022-04-17 21:47:30 [main] INFO  liquibase.changelog - Reading from oloas_fzs.FLW_EV_DATABASECHANGELOG
2022-04-17 21:47:30 [main] INFO  liquibase.lockservice - Successfully released change log lock
2022-04-17 21:47:30 [main] INFO  o.f.e.impl.EventRegistryEngineImpl - EventRegistryEngine default created
2022-04-17 21:47:30 [main] INFO  o.f.engine.impl.ProcessEngineImpl - ProcessEngine default created
2022-04-17 21:47:30 [main] INFO  o.f.e.impl.cmd.ValidateV5EntitiesCmd - Total of v5 deployments found: 0
2022-04-17 21:47:32 [main] INFO  io.undertow - starting server: Undertow - 2.2.16.Final
2022-04-17 21:47:32 [main] INFO  org.xnio - XNIO version 3.8.6.Final
2022-04-17 21:47:32 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.6.Final
2022-04-17 21:47:32 [main] INFO  org.jboss.threads - JBoss Threads version 3.1.0.Final
2022-04-17 21:47:33 [main] INFO  com.fzshuai.OloasApplication - Started OloasApplication in 10.314 seconds (JVM running for 11.074)
2022-04-17 21:47:33 [SpringApplicationShutdownHook] INFO  io.undertow - stopping server: Undertow - 2.2.16.Final
2022-04-17 21:47:33 [SpringApplicationShutdownHook] INFO  c.f.f.manager.ShutdownManager - ====关闭后台任务任务线程池====
2022-04-17 21:47:33 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource start closing ....
2022-04-17 21:47:33 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-0} closing ...
2022-04-17 21:47:33 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2022-04-17 21:47:33 [SpringApplicationShutdownHook] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2022-04-17 21:47:33 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource all closed success,bye
2022-04-17 21:47:36 [main] INFO  com.fzshuai.OloasApplication - Starting OloasApplication using Java 1.8.0_311 on FZSHUAI with PID 27632 (F:\Idea Project\oloas-back\oloas-admin\target\classes started by fzshuai in F:\Idea Project\oloas-back)
2022-04-17 21:47:36 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.2.Final
2022-04-17 21:47:36 [main] INFO  com.fzshuai.OloasApplication - The following 1 profile is active: "dev"
2022-04-17 21:47:37 [main] INFO  org.redisson.Version - Redisson 3.16.8
2022-04-17 21:47:38 [redisson-netty-2-7] INFO  o.r.c.pool.MasterConnectionPool - 8 connections initialized for 192.168.75.128/192.168.75.128:6379
2022-04-17 21:47:38 [redisson-netty-2-3] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.75.128/192.168.75.128:6379
2022-04-17 21:47:38 [main] INFO  c.f.framework.config.RedisConfig - 初始化 redis 配置
2022-04-17 21:47:38 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2022-04-17 21:47:39 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource detect P6SPY plugin and enabled it
2022-04-17 21:47:39 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1,master} inited
2022-04-17 21:47:39 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [slave] success
2022-04-17 21:47:39 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2022-04-17 21:47:39 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource initial loaded [2] datasource,primary datasource named [master]
2022-04-17 21:47:41 [main] INFO  o.f.s.b.e.EventRegistryAutoConfiguration - No deployment resources were found for autodeployment
2022-04-17 21:47:41 [main] INFO  c.f.framework.config.JacksonConfig - 初始化 jackson 配置
2022-04-17 21:47:41 [main] INFO  o.f.s.b.ProcessEngineAutoConfiguration - No deployment resources were found for autodeployment
2022-04-17 21:47:41 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Found 1 Engine Configurators in total:
2022-04-17 21:47:41 [main] INFO  o.f.s.SpringProcessEngineConfiguration - class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-17 21:47:41 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Executing beforeInit() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-17 21:47:42 [main] INFO  o.f.s.SpringProcessEngineConfiguration - Executing configure() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2022-04-17 21:47:42 [main] INFO  liquibase.lockservice - Successfully acquired change log lock
2022-04-17 21:47:43 [main] INFO  liquibase.changelog - Reading from oloas_fzs.FLW_EV_DATABASECHANGELOG
2022-04-17 21:47:43 [main] INFO  liquibase.lockservice - Successfully released change log lock
2022-04-17 21:47:43 [main] INFO  o.f.e.impl.EventRegistryEngineImpl - EventRegistryEngine default created
2022-04-17 21:47:43 [main] INFO  o.f.engine.impl.ProcessEngineImpl - ProcessEngine default created
2022-04-17 21:47:43 [main] INFO  o.f.e.impl.cmd.ValidateV5EntitiesCmd - Total of v5 deployments found: 0
2022-04-17 21:47:44 [main] INFO  io.undertow - starting server: Undertow - 2.2.16.Final
2022-04-17 21:47:44 [main] INFO  org.xnio - XNIO version 3.8.6.Final
2022-04-17 21:47:44 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.6.Final
2022-04-17 21:47:44 [main] INFO  org.jboss.threads - JBoss Threads version 3.1.0.Final
2022-04-17 21:47:45 [main] INFO  com.fzshuai.OloasApplication - Started OloasApplication in 10.136 seconds (JVM running for 10.874)
2022-04-17 21:47:45 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => minio
2022-04-17 21:47:45 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => qiniu
2022-04-17 21:47:45 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => aliyun
2022-04-17 21:47:45 [main] INFO  c.f.s.s.impl.SysOssConfigServiceImpl - 发布刷新OSS配置 => qcloud
2022-04-17 21:47:45 [main] INFO  com.fzshuai.oss.factory.OssFactory - 初始化OSS工厂
2022-04-17 21:47:45 [main] INFO  c.f.s.runner.SystemApplicationRunner - 初始化OSS配置成功
2022-04-17 21:47:45 [main] INFO  c.f.s.runner.SystemApplicationRunner - 加载参数缓存数据成功
2022-04-17 21:47:46 [main] INFO  c.f.s.runner.SystemApplicationRunner - 加载字典缓存数据成功
2022-04-17 21:47:46 [RMI TCP Connection(1)-172.36.137.55] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
